t,GDP_QoQ_change,construction_level_change_thousands_m1,construction_level_change_thousands_m2,construction_level_change_thousands_m3,construction_value_added_QoQ_change_annual,disposable_personal_QoQ_change_annual,employees_level_change_thousands,export_price_index_MoM_change_m1,export_price_index_MoM_change_m2,export_price_index_MoM_change_m3,exports_MoM_change_m1,exports_MoM_change_m2,exports_MoM_change_m3,GDI_QoQ_change_annual,HVPI_MoM_change_m1,HVPI_MoM_change_m2,HVPI_MoM_change_m3,HVPI_wo_food_energy_MoM_change_m1,HVPI_wo_food_energy_MoM_change_m2,HVPI_wo_food_energy_MoM_change_m3,ifo_bci_manufacturing_m1,ifo_bci_manufacturing_m2,ifo_bci_manufacturing_m3,ifo_bci_services_m1,ifo_bci_services_m2,ifo_bci_services_m3,ifo_bci_m1,ifo_bci_m2,ifo_bci_m3,ifo_employment_index_m1,ifo_employment_index_m2,ifo_employment_index_m3,import_price_index_MoM_change_m1,import_price_index_MoM_change_m2,import_price_index_MoM_change_m3,imports_MoM_change_m1,imports_MoM_change_m2,imports_MoM_change_m3,industry_orders_MoM_change_m1,industry_orders_MoM_change_m2,industry_orders_MoM_change_m3,inventories_level_change_thousands,job_vacancies_level_change_thousands,manufacturing_production_MoM_change_m1,manufacturing_production_MoM_change_m2,manufacturing_production_MoM_change_m3,personal_consumption_QoQ_change_annual,producer_price_index_MoM_change_m1,producer_price_index_MoM_change_m2,producer_price_index_MoM_change_m3,retail_sales_MoM_change_m1,retail_sales_MoM_change_m2,retail_sales_MoM_change_m3,unemployment_rate_ppt_change,unit_labor_costs_QoQ_change_annual
1971-07-01,1.730037193,,,,,,,0.0025252525252525,0.0050377833753147,0.0,0.0103626943005181,-0.0188034188034187,0.014808362369338,,,,,,,,,,,,,,,,,,,,-0.0024390243902439,-0.0073349633251833,-0.0073891625615765,0.0103626943005181,-0.0188034188034187,0.014808362369338,0.0057142857142857,-0.0369318181818183,0.0088495575221241,,,,,,0.0448663301072838,,,,0.0,-0.0101302460202603,0.0190058479532162,,
1971-10-01,-0.084182124,,,,,,,0.0,0.0025062656641603,0.0,-0.0214592274678111,-0.037719298245614,0.0036463081130355,,,,,,,,,,,,,,,,,,,,-0.0074441687344912,-0.0050000000000001,-0.0025125628140701,-0.0214592274678111,-0.037719298245614,0.0036463081130355,-0.0029239766081872,-0.0087976539589443,-0.0414201183431952,,,,,,0.0534167146585886,,,,0.0100430416068866,-0.0028409090909091,-0.0413105413105413,,
1972-01-01,0.101102707,,,,,,,-0.0025,0.0,0.0025062656641603,0.0417801998183471,0.0488230165649519,-0.0207813798836242,,,,,,,,,,,,,,,,,,,,-0.0125944584382871,-0.0051020408163265,0.0051282051282051,0.0417801998183471,0.0488230165649519,-0.0207813798836242,0.0339506172839507,0.0119402985074625,0.0176991150442478,,,,,,0.0725536157346442,,,,0.0520059435364042,0.0112994350282484,0.0167597765363129,,
1972-04-01,1.632999089,,,,,,,0.0,0.0050000000000001,0.0024875621890545,0.0178268251273345,0.011676396997498,-0.0032976092333059,,,,,,,,,,,,,,,,,,,,0.0025510204081631,0.0076335877862596,0.0025252525252525,0.0178268251273345,0.011676396997498,-0.0032976092333059,0.0260869565217389,-0.0112994350282485,0.0114285714285713,,,,,,0.0136168253550224,,,,-0.0576923076923077,0.0437317784256559,-0.0013966480446926,,
1972-07-01,2.335604225,,,,,,,0.0049627791563275,0.0049382716049384,0.0073710073710073,-0.0049627791563275,0.0266001662510391,0.0121457489878542,,,,,,,,,,,,,,,,,,,,0.0075566750629723,0.0150000000000001,0.0049261083743841,-0.0049627791563275,0.0266001662510391,0.0121457489878542,-0.0028248587570621,-0.0056657223796032,0.0427350427350428,,,,,,0.0799268417292164,,,,0.0097902097902098,0.0415512465373961,-0.0332446808510638,,
1972-10-01,1.553896295,,,,,,,0.0048780487804878,0.0024271844660193,0.0048426150121065,0.0735999999999998,-0.0149031296572279,0.0295007564296518,,,,,,,,,,,,,,,,,,,,0.0171568627450982,0.0,0.0120481927710842,0.0735999999999998,-0.0149031296572279,0.0295007564296518,0.0327868852459014,0.0132275132275132,0.0391644908616188,,,,,,0.0369243792198725,,,,-0.0055020632737277,-0.0235131396957123,0.0467422096317282,,
1973-01-01,1.382723679,,,,,,,0.0072289156626506,0.0047846889952154,0.0,0.0323291697281411,0.0092526690391459,-0.0423131170662904,,,,,,,,,,,,,,,,,,,,0.0238095238095237,0.0,-0.0023255813953488,0.0323291697281411,0.0092526690391459,-0.0423131170662904,0.0979899497487439,-0.0663615560640733,-0.0171568627450979,,,,,,0.0198341071198027,,,,0.0013531799729362,0.0202702702702701,-0.0410596026490065,,
1973-04-01,0.738877462,,,,,,,0.0095238095238094,0.0070754716981134,0.0046838407494145,0.0684830633284241,0.022053756030324,-0.0438300741739716,,,,,,,,,,,,,,,,,,,,0.0139860139860139,0.0275862068965517,0.0089485458612974,0.0684830633284241,0.022053756030324,-0.0438300741739716,0.0024937655860348,0.0945273631840795,-0.0886363636363636,,,,,,0.0532774133220137,,,,0.0138121546961325,-0.010899182561308,0.0137741046831956,,
1973-07-01,0.327712697,,,,,,,0.006993006993007,0.0046296296296295,0.0069124423963133,0.0246826516220028,0.049552649690296,0.0478688524590165,,,,,,,,,,,,,,,,,,,,-0.0066518847006652,0.0044642857142858,0.0,0.0246826516220028,0.049552649690296,0.0478688524590165,0.0024937655860348,-0.0199004975124379,0.0101522842639594,,,,,,-0.0120323507954495,,,,-0.0298913043478259,0.0042016806722688,0.01813110181311,,
1973-10-01,0.24886882,,,,,,,0.0068649885583522,0.018181818181818,0.015625,0.0050062578222778,0.0230386052303861,-0.0553864881314668,,,,,,,,,,,,,,,,,,,,0.0266666666666668,0.0692640692640691,0.0364372469635627,0.0050062578222778,0.0230386052303861,-0.0553864881314668,-0.0402010050251254,0.0209424083769633,0.0153846153846153,,,,,,-0.0176631545428231,,,,-0.0164383561643836,-0.0167130919220056,0.0070821529745042,,
